;Filename;Object ID;Annotation tag;Upper left corner X;Upper left corner Y;Lower right corner X;Lower right corner Y;Unnamed: 7
1954;2019-03-21_00-29-09to2019-03-21_00-29-17_1-0093.png;9;Small_fish;528;369;543;389;
5317;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0092.png;14;Starfish;407;502;481;539;
5388;2019-02-22_22-18-13to2019-02-22_22-18-20_1-0092.png;15;Shrimp;234;393;283;414;
16237;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0057.png;25;Fish;505;480;668;539;
15664;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0125.png;8;Fish;696;231;793;346;
20648;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0143.png;33;Crab;646;368;686;385;
20813;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0143.png;34;Crab;739;331;762;356;
20977;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0143.png;35;Crab;733;489;763;518;
19999;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0172.png;30;Starfish;408;512;489;539;
20209;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0172.png;31;Crab;317;295;355;314;
15783;2019-03-19_11-42-56to2019-03-19_11-43-14_1-0220.png;24;Fish;861;101;932;176;
24913;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0005.png;7;Crab;391;301;445;334;
25032;2019-03-20_06-00-48to2019-03-20_06-00-56_1-0005.png;8;Jellyfish;149;139;169;158;
6066;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0063.png;1;Starfish;553;484;629;539;
6153;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0063.png;2;Small_fish;222;131;334;291;
24011;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0019.png;18;Starfish;443;117;470;144;
24012;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0019.png;19;Starfish;456;82;501;105;
16432;2019-02-22_23-58-37to2019-02-22_23-58-49_1-0105.png;18;Fish;515;303;656;388;
13296;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;1;Small_fish;386;133;460;158;
13354;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;4;Small_fish;359;158;418;173;
13496;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;7;Small_fish;373;223;423;240;
13586;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;10;Small_fish;397;216;465;246;
13672;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;2;Small_fish;388;221;451;248;
13769;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;5;Small_fish;417;152;486;169;
13870;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;11;Small_fish;356;191;424;217;
13970;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;13;Small_fish;376;262;419;282;
14068;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;14;Small_fish;468;274;522;290;
14166;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;16;Small_fish;391;244;434;259;
14203;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;17;Starfish;540;490;620;539;
14303;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;18;Small_fish;564;137;628;157;
14398;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;19;Small_fish;488;109;550;123;
14493;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;23;Small_fish;454;202;512;226;
14582;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;24;Small_fish;574;169;620;191;
14688;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;25;Small_fish;537;229;571;249;
14759;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;26;Small_fish;393;269;449;305;
14864;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;28;Small_fish;530;192;577;210;
15059;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;31;Small_fish;478;235;535;257;
15112;2019-03-19_18-01-56to2019-03-19_18-02-13_1-0035.png;35;Small_fish;433;231;480;253;
9891;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;12;Small_fish;280;339;389;388;
9892;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;14;Small_fish;188;304;274;365;
9893;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;16;Small_fish;302;230;440;302;
9894;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;18;Small_fish;441;367;562;420;
9895;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;19;Small_fish;155;367;279;427;
9896;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;2;Small_fish;376;393;475;439;
9897;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;20;Small_fish;216;399;323;456;
9898;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;21;Small_fish;94;439;207;492;
9899;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;23;Small_fish;323;423;423;502;
9900;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;24;Small_fish;255;432;350;488;
9901;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;25;Small_fish;123;443;272;514;
9902;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;27;Small_fish;182;497;282;540;
9903;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;3;Small_fish;355;323;478;401;
9904;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;31;Small_fish;382;506;430;541;
9905;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0129.png;4;Small_fish;148;330;258;412;
21653;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0101.png;22;Crab;487;439;531;470;
21792;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0101.png;23;Crab;543;334;588;372;
21931;2019-03-21_07-40-40to2019-03-21_07-40-50_1-0101.png;24;Crab;484;293;514;310;
23343;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0014.png;8;Starfish;540;477;636;539;
23474;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0014.png;9;Crab;499;471;558;508;
16611;2019-03-20_23-54-24to2019-03-20_23-54-35_1-0045.png;7;Fish;616;507;699;579;
24187;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0107.png;18;Starfish;443;117;470;144;
24188;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0107.png;19;Starfish;456;82;501;105;
981;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0192.png;16;Shrimp;553;232;591;258;
1193;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0192.png;17;Starfish;371;413;397;479;
7051;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0001.png;1;Starfish;398;477;469;535;
7351;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0001.png;3;Crab;583;445;616;470;
16024;2019-02-20_19-43-37to2019-02-20_19-43-46_1-0071.png;9;Fish;180;413;264;461;
16241;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0061.png;25;Fish;569;456;676;539;
16875;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0077.png;28;Fish;0;176;64;266;
16967;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0077.png;30;Starfish;526;457;638;539;
17261;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0319.png;19;Fish;576;232;758;354;
19068;2019-02-22_22-21-06to2019-02-22_22-21-16_1-0092.png;11;Fish;393;24;490;111;
24620;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0078.png;1;Starfish;699;437;794;514;
24708;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0078.png;2;Jellyfish;234;344;264;380;
24309;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0035.png;17;Starfish;417;392;463;423;
23303;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0164.png;13;Crab;620;465;681;499;
2177;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;15;Starfish;504;453;533;475;
2251;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;16;Small_fish;495;135;553;221;
2361;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;17;Crab;439;415;471;463;
2469;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;18;Crab;556;498;591;538;
2581;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;19;Crab;643;504;682;533;
2691;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0083.png;20;Crab;712;516;761;539;
15352;2019-03-06_22-04-39to2019-03-06_22-04-49_1-0096.png;20;Fish;535;0;694;160;
17067;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0125.png;19;Fish;696;0;836;87;
20652;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0147.png;33;Crab;645;368;684;385;
20817;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0147.png;34;Crab;738;329;761;354;
20981;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0147.png;35;Crab;733;488;763;517;
24494;2019-03-21_00-58-45to2019-03-21_00-58-55_1-0115.png;24;Jellyfish;331;365;361;396;
20331;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0149.png;1;Crab;239;247;263;260;
20493;2019-03-19_13-33-15to2019-03-19_13-33-25_1-0149.png;2;Crab;590;439;624;467;
5487;2019-03-06_22-24-20to2019-03-06_22-24-31_1-0166.png;27;Shrimp;236;226;255;247;
2899;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0021.png;21;Crab;652;430;689;473;
3105;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0021.png;22;Crab;559;509;633;539;
3310;2019-03-06_22-16-56to2019-03-06_22-17-10_1-0021.png;23;Crab;481;401;515;426;
17066;2019-03-06_22-03-36to2019-03-06_22-04-08_1-0124.png;19;Fish;694;0;831;74;
1486;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0181.png;29;Small_fish;293;494;315;508;
1847;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0181.png;30;Small_fish;427;517;464;528;
1848;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0181.png;32;Small_fish;516;455;547;468;
18762;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0148.png;13;Crab;451;452;523;511;
18936;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0148.png;14;Fish;426;398;469;447;
1477;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0172.png;29;Small_fish;296;489;318;503;
1658;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0172.png;30;Small_fish;429;517;469;528;
1837;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0172.png;32;Small_fish;513;456;544;469;
24908;2019-03-20_15-15-12to2019-03-20_15-15-19_1-0104.png;23;Jellyfish;405;0;426;9;
23284;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0145.png;13;Crab;632;469;696;507;
19645;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0098.png;17;Fish;76;223;307;462;
16358;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0178.png;25;Fish;404;213;538;278;
19987;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0160.png;30;Starfish;408;512;489;539;
20197;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0160.png;31;Crab;318;293;355;319;
2150;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;15;Starfish;504;453;533;475;
2224;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;16;Small_fish;344;2;383;75;
2334;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;17;Crab;439;415;471;463;
2442;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;18;Crab;556;498;591;538;
2554;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;19;Crab;648;505;687;533;
2664;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0056.png;20;Crab;720;509;773;539;
19428;2019-03-20_23-53-40to2019-03-20_23-53-56_1-0074.png;6;Fish;605;396;702;463;
23408;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0079.png;8;Starfish;540;477;636;539;
23539;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0079.png;9;Crab;494;481;545;531;
15589;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0047.png;8;Fish;1;462;82;535;
16229;2019-03-19_14-02-47to2019-03-19_14-03-00_1-0049.png;25;Fish;458;483;633;539;
21134;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0071.png;26;Starfish;414;512;479;539;
21279;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0071.png;28;Crab;467;295;522;333;
24790;2019-03-20_05-40-25to2019-03-20_05-40-33_1-0094.png;6;Jellyfish;403;0;425;17;
2007;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0035.png;19;Fish;478;419;545;454;
4391;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0104.png;10;Starfish;431;460;476;522;
25173;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0072.png;20;Starfish;451;149;519;218;
24285;2019-03-20_11-11-18to2019-03-20_11-11-25_1-0011.png;17;Starfish;417;392;463;423;
15530;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0159.png;12;Crab;535;440;611;503;
18786;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0172.png;13;Crab;448;453;526;516;
18960;2019-03-21_03-27-02to2019-03-21_03-27-17_1-0172.png;14;Fish;401;417;445;462;
18362;2019-03-19_19-30-33to2019-03-19_19-30-45_1-0027.png;2;Starfish;554;411;647;530;
49;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;21;Starfish;592;382;638;418;
117;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;22;Small_fish;650;48;712;76;
198;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;23;Crab;543;263;577;293;
310;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;24;Crab;379;307;413;337;
422;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;25;Crab;484;289;512;309;
534;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0052.png;26;Crab;626;365;650;388;
25445;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0049.png;13;Starfish;422;396;473;441;
25555;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0049.png;14;Jellyfish;263;0;309;42;
23457;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0128.png;8;Starfish;540;477;636;539;
23588;2019-03-19_20-53-30to2019-03-19_20-53-39_1-0128.png;9;Crab;490;495;540;539;
16812;2019-02-22_22-11-57to2019-02-22_22-12-10_1-0112.png;10;Fish;568;162;667;225;
7054;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0004.png;1;Starfish;398;477;469;535;
7354;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0004.png;3;Crab;583;445;616;470;
22340;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0026.png;16;Crab;496;463;524;498;
22479;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0026.png;17;Crab;624;386;674;418;
15241;2019-02-22_23-27-24to2019-02-22_23-27-39_1-0147.png;16;Fish;251;198;318;229;
5957;2019-02-20_19-40-26to2019-02-20_19-40-35_1-0059.png;2;Small_fish;63;201;92;258;
23011;2019-03-20_20-08-39to2019-03-20_20-08-48_1-0042.png;10;Starfish;448;247;491;287;
17493;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0130.png;21;Fish;825;489;892;539;
17665;2019-03-06_22-27-01to2019-03-06_22-27-14_1-0130.png;36;Crab;443;458;483;518;
3953;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0186.png;42;Small_fish;442;399;476;455;
4155;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0186.png;43;Starfish;546;487;613;539;
4185;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0186.png;44;Small_fish;479;492;506;513;
16893;2019-03-19_18-26-35to2019-03-19_18-26-46_1-0003.png;30;Starfish;526;457;638;539;
19983;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0156.png;30;Starfish;408;512;489;539;
20193;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0156.png;31;Crab;319;291;355;321;
752;2019-03-21_01-41-04to2019-03-21_01-41-16_1-0178.png;12;Fish;416;512;455;531;
25424;2019-03-20_06-47-19to2019-03-20_06-47-29_1-0028.png;13;Starfish;422;396;473;441;
22402;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0088.png;16;Crab;496;463;524;498;
22541;2019-03-21_04-11-22to2019-03-21_04-11-31_1-0088.png;17;Crab;584;385;639;418;
15548;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0177.png;12;Crab;533;442;608;504;
1274;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0105.png;28;Small_fish;418;141;545;215;
1410;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0105.png;29;Small_fish;312;452;344;467;
1591;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0105.png;30;Small_fish;539;528;585;539;
1770;2019-03-06_22-46-20to2019-03-06_22-46-32_1-0105.png;32;Small_fish;509;444;550;460;
3734;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0150.png;33;Small_fish;599;413;624;432;
3836;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0150.png;40;Small_fish;335;180;376;212;
3917;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0150.png;42;Small_fish;402;359;435;404;
4119;2019-03-19_15-42-11to2019-03-19_15-42-25_1-0150.png;43;Starfish;546;487;613;539;
4499;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0004.png;8;Starfish;432;462;474;520;
21132;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0069.png;26;Starfish;414;512;479;539;
21277;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0069.png;28;Crab;466;295;522;333;
23645;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0054.png;14;Crab;495;463;522;494;
23807;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0054.png;15;Crab;636;493;699;539;
4278;2019-02-20_19-01-02to2019-02-20_19-01-13_1-0117.png;1;Small_fish;137;513;224;539;
1982;2019-03-06_22-01-44to2019-03-06_22-01-52_1-0010.png;19;Fish;478;419;545;454;
6199;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0021.png;1;Small_fish;45;336;94;352;
6299;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0021.png;2;Small_fish;0;254;13;267;
6495;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0021.png;10;Starfish;417;462;476;530;
6636;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0021.png;12;Crab;557;476;597;506;
25119;2019-03-20_11-52-23to2019-03-20_11-52-31_1-0018.png;20;Starfish;451;149;519;218;
21173;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0110.png;26;Starfish;414;512;479;539;
21318;2019-02-22_22-31-28to2019-02-22_22-31-38_1-0110.png;28;Crab;471;293;522;333;
15872;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0089.png;21;Fish;387;0;433;53;
15962;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0089.png;27;Starfish;415;503;491;539;
19593;2019-02-22_23-28-21to2019-02-22_23-28-34_1-0046.png;17;Fish;72;526;138;539;
15829;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0046.png;21;Fish;398;23;472;114;
15919;2019-02-22_22-19-45to2019-02-22_22-19-53_1-0046.png;27;Starfish;415;503;491;539;
15397;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0026.png;12;Crab;597;477;684;539;
908;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0119.png;16;Shrimp;380;91;415;134;
1120;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0119.png;17;Starfish;371;413;397;479;
23289;2019-03-21_00-14-36to2019-03-21_00-14-49_1-0150.png;13;Crab;628;466;689;504;
19296;2019-03-21_03-22-18to2019-03-21_03-22-29_1-0092.png;10;Fish;2;40;338;258;
15440;2019-03-21_03-26-50to2019-03-21_03-27-04_1-0069.png;12;Crab;587;464;663;533;
6207;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0029.png;1;Small_fish;3;334;51;347;
6213;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0029.png;2;Small_fish;0;275;17;291;
6503;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0029.png;10;Starfish;417;462;476;530;
6644;2019-02-21_06-55-09to2019-02-21_06-55-16_1-0029.png;12;Crab;557;476;597;506;
24151;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0089.png;18;Starfish;443;117;470;144;
24152;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0089.png;19;Starfish;456;82;501;105;
104;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0107.png;21;Starfish;592;382;638;418;
253;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0107.png;23;Crab;539;263;573;293;
365;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0107.png;24;Crab;379;307;414;337;
477;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0107.png;25;Crab;475;290;503;310;
589;2019-03-25_23-17-56to2019-03-25_23-18-04_1-0107.png;26;Crab;636;399;657;422;
20572;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0067.png;33;Crab;690;372;734;400;
20737;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0067.png;34;Crab;746;371;779;399;
20901;2019-03-06_22-11-06to2019-03-06_22-11-17_1-0067.png;35;Crab;738;493;777;527;
2165;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;15;Starfish;504;453;533;475;
2239;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;16;Small_fish;452;85;499;164;
2349;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;17;Crab;439;415;471;463;
2457;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;18;Crab;556;498;591;538;
2569;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;19;Crab;644;504;683;532;
2679;2019-03-21_05-01-24to2019-03-21_05-01-31_1-0071.png;20;Crab;718;512;765;539;
17864;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0017.png;31;Starfish;547;488;575;521;
17934;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0017.png;32;Starfish;172;471;232;520;
17935;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0017.png;33;Starfish;213;498;286;539;
773;2019-03-21_00-26-58to2019-03-21_00-27-06_1-0052.png;6;Shrimp;65;278;124;340;
6093;2019-03-19_18-15-37to2019-03-19_18-15-45_1-0090.png;1;Starfish;553;484;629;539;
24015;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0021.png;18;Starfish;443;117;470;144;
24016;2019-03-21_07-08-28to2019-03-21_07-08-35_1-0021.png;19;Starfish;456;82;501;105;
15712;2019-03-21_03-21-54to2019-03-21_03-22-09_1-0173.png;8;Fish;870;84;949;207;
20005;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0178.png;30;Starfish;408;512;489;539;
20215;2019-02-22_22-32-01to2019-02-22_22-32-15_1-0178.png;31;Crab;316;295;353;314;
24782;2019-03-20_05-40-25to2019-03-20_05-40-33_1-0086.png;6;Jellyfish;339;11;363;36;
975;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0186.png;16;Shrimp;535;233;563;254;
1187;2019-02-26_00-44-33to2019-02-26_00-44-47_1-0186.png;17;Starfish;371;413;397;479;
23722;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0131.png;14;Crab;495;463;522;494;
23884;2019-03-21_04-10-54to2019-03-21_04-11-06_1-0131.png;15;Crab;652;445;709;494;
10952;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;16;Small_fish;342;359;424;416;
10953;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;18;Small_fish;465;421;543;462;
10954;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;22;Small_fish;237;512;292;538;
10955;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;23;Small_fish;264;459;376;525;
10956;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;24;Small_fish;407;363;500;413;
10957;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;26;Small_fish;256;402;358;450;
10958;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;27;Small_fish;361;483;436;557;
10959;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;28;Small_fish;206;439;243;478;
10960;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;3;Small_fish;395;433;480;503;
10961;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;34;Small_fish;337;412;412;460;
10962;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;35;Small_fish;481;468;567;517;
10963;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;38;Small_fish;457;451;523;493;
10964;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;39;Small_fish;494;447;577;491;
10965;2019-03-19_17-07-53to2019-03-19_17-08-34_1-0196.png;4;Small_fish;274;397;356;472;
19370;2019-02-20_19-18-56to2019-02-20_19-19-06_1-0078.png;25;Fish;217;33;321;105;
24239;2019-03-20_02-06-34to2019-03-20_02-06-42_1-0049.png;4;Jellyfish;14;311;58;340;
4299;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0012.png;10;Starfish;431;460;476;522;
4405;2019-02-21_06-50-54to2019-02-21_06-51-01_1-0012.png;11;Small_fish;280;191;330;232;
4678;2019-02-21_06-50-24to2019-02-21_06-50-40_1-0183.png;8;Starfish;432;462;474;520;
18184;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0127.png;31;Starfish;547;488;575;521;
18185;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0127.png;33;Starfish;213;498;286;539;
18186;2019-03-07_08-57-30to2019-03-07_08-57-40_1-0127.png;32;Starfish;174;472;228;519;
15324;2019-03-06_22-04-39to2019-03-06_22-04-49_1-0068.png;20;Fish;158;250;568;539;
15355;2019-03-06_22-04-39to2019-03-06_22-04-49_1-0099.png;20;Fish;531;0;680;117;
24578;2019-03-19_22-56-30to2019-03-19_22-56-38_1-0036.png;1;Starfish;699;437;794;514;
7294;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;1;Starfish;399;481;470;535;
7594;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;3;Crab;599;419;635;445;
7900;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;5;Small_fish;0;415;32;427;
8266;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;7;Small_fish;2;379;55;395;
8486;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;9;Small_fish;0;324;47;341;
8668;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;11;Small_fish;0;465;53;482;
8834;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;15;Small_fish;0;525;59;551;
8909;2019-02-21_06-56-08to2019-02-21_06-56-28_1-0244.png;16;Small_fish;2;358;68;376;
